id,run_id,round,stage,model,prompt_version,prompt,completion,input_tokens,output_tokens,total_tokens,latency_ms,retries,status,error,request_id,requests_remaining,requests_limit,requests_reset_time,tokens_remaining,tokens_limit,tokens_reset_time
47,exp3_AgenticAI_s2_175854,15,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10743.212223052979,3,success,,,,,,,,
48,exp3_AgenticAI_s2_175854,15,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10737.08176612854,3,success,,,,,,,,
49,exp3_AgenticAI_s2_475675,15,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10752.268314361572,3,success,,,,,,,,
50,exp3_AgenticAI_s2_475675,15,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10743.237018585205,3,success,,,,,,,,
51,exp3_AgenticAI_s2_475675,15,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10751.177072525024,3,success,,,,,,,,
52,exp3_AgenticAI_s2_175854,16,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10772.108793258667,3,success,,,,,,,,
53,exp3_AgenticAI_s2_175854,16,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10762.946128845215,3,success,,,,,,,,
54,exp3_AgenticAI_s2_175854,16,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10755.685091018677,3,success,,,,,,,,
55,exp3_AgenticAI_s2_475675,16,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10789.416074752808,3,success,,,,,,,,
56,exp3_AgenticAI_s2_475675,16,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10758.942365646362,3,success,,,,,,,,
57,exp3_AgenticAI_s2_475675,16,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10765.50841331482,3,success,,,,,,,,
58,exp3_AgenticAI_s2_475675,17,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10800.462484359741,3,success,,,,,,,,
59,exp3_AgenticAI_s2_475675,17,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10864.98212814331,3,success,,,,,,,,
60,exp3_AgenticAI_s2_475675,17,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10735.74709892273,3,success,,,,,,,,
61,exp3_AgenticAI_s2_475675,18,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10795.43399810791,3,success,,,,,,,,
62,exp3_AgenticAI_s2_475675,18,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,38326.754570007324,3,success,,,,,,,,
63,exp3_AgenticAI_s2_475675,18,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10707.179307937622,3,success,,,,,,,,
64,exp3_AgenticAI_s2_475675,19,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10761.03687286377,3,success,,,,,,,,
65,exp3_AgenticAI_s2_475675,19,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10760.215759277344,3,success,,,,,,,,
66,exp3_AgenticAI_s2_475675,19,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10748.499870300293,3,success,,,,,,,,
67,exp3_AgenticAI_s2_475675,20,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10753.602027893066,3,success,,,,,,,,
68,exp3_AgenticAI_s2_475675,20,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10830.490350723267,3,success,,,,,,,,
69,exp3_AgenticAI_s2_475675,20,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10727.169513702393,3,success,,,,,,,,
70,exp3_AgenticAI_s3_169105,1,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,11341.879606246948,3,success,,,,,,,,
71,exp3_AgenticAI_s3_169105,1,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10773.179769515991,3,success,,,,,,,,
72,exp3_AgenticAI_s3_169105,1,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10752.859592437744,3,success,,,,,,,,
73,exp3_AgenticAI_s3_169105,2,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10737.516164779663,3,success,,,,,,,,
74,exp3_AgenticAI_s3_169105,2,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10705.436706542969,3,success,,,,,,,,
75,exp3_AgenticAI_s3_169105,2,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10740.793943405151,3,success,,,,,,,,
76,exp3_AgenticAI_s3_169105,3,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10821.232080459595,3,success,,,,,,,,
77,exp3_AgenticAI_s3_169105,3,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,67521.488904953,3,success,,,,,,,,
78,exp3_AgenticAI_s3_169105,3,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10733.676195144653,3,success,,,,,,,,
79,exp3_AgenticAI_s3_169105,4,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10769.736766815186,3,success,,,,,,,,
80,exp3_AgenticAI_s3_169105,4,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10730.796337127686,3,success,,,,,,,,
81,exp3_AgenticAI_s3_169105,4,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10749.038934707642,3,success,,,,,,,,
82,exp3_AgenticAI_s3_169105,5,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10769.475221633911,3,success,,,,,,,,
83,exp3_AgenticAI_s3_169105,5,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10700.117826461792,3,success,,,,,,,,
84,exp3_AgenticAI_s3_169105,5,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10741.422891616821,3,success,,,,,,,,
85,exp3_AgenticAI_s3_169105,6,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10774.33180809021,3,success,,,,,,,,
86,exp3_AgenticAI_s3_169105,6,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10714.87307548523,3,success,,,,,,,,
87,exp3_AgenticAI_s3_169105,6,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10799.439668655396,3,success,,,,,,,,
88,exp3_AgenticAI_s3_169105,7,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10790.586471557617,3,success,,,,,,,,
89,exp3_AgenticAI_s3_169105,7,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,11670.851945877075,3,success,,,,,,,,
90,exp3_AgenticAI_s3_169105,7,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10750.354528427124,3,success,,,,,,,,
91,exp3_AgenticAI_s3_169105,8,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10742.491960525513,3,success,,,,,,,,
92,exp3_AgenticAI_s3_169105,8,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,37573.450326919556,3,success,,,,,,,,
93,exp3_AgenticAI_s3_169105,8,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10745.96357345581,3,success,,,,,,,,
94,exp3_AgenticAI_s3_169105,9,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10804.147958755493,3,success,,,,,,,,
95,exp3_AgenticAI_s3_169105,9,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10877.392053604126,3,success,,,,,,,,
96,exp3_AgenticAI_s3_169105,9,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10744.96579170227,3,success,,,,,,,,
97,exp3_AgenticAI_s3_169105,10,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10761.242628097534,3,success,,,,,,,,
98,exp3_AgenticAI_s3_169105,10,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10737.947463989258,3,success,,,,,,,,
99,exp3_AgenticAI_s3_169105,10,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10760.35189628601,3,success,,,,,,,,
100,exp3_AgenticAI_s3_169105,11,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10778.138875961304,3,success,,,,,,,,
101,exp3_AgenticAI_s3_169105,11,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10731.403589248657,3,success,,,,,,,,
102,exp3_AgenticAI_s3_169105,11,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10767.28630065918,3,success,,,,,,,,
103,exp3_AgenticAI_s3_169105,12,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10762.452125549316,3,success,,,,,,,,
104,exp3_AgenticAI_s3_169105,12,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10738.74020576477,3,success,,,,,,,,
105,exp3_AgenticAI_s3_169105,12,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10730.522394180298,3,success,,,,,,,,
106,exp3_AgenticAI_s3_169105,13,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10795.142650604248,3,success,,,,,,,,
107,exp3_AgenticAI_s3_169105,13,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10737.966299057007,3,success,,,,,,,,
108,exp3_AgenticAI_s3_169105,13,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10748.085737228394,3,success,,,,,,,,
109,exp3_AgenticAI_s3_169105,14,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10833.976984024048,3,success,,,,,,,,
110,exp3_AgenticAI_s3_169105,14,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,54385.80393791199,3,success,,,,,,,,
111,exp3_AgenticAI_s3_169105,14,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10771.737337112427,3,success,,,,,,,,
112,exp3_AgenticAI_s3_169105,15,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10768.238067626953,3,success,,,,,,,,
113,exp3_AgenticAI_s3_169105,15,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10749.658107757568,3,success,,,,,,,,
114,exp3_AgenticAI_s3_169105,15,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10720.974445343018,3,success,,,,,,,,
115,exp3_AgenticAI_s3_169105,16,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10717.288255691528,3,success,,,,,,,,
116,exp3_AgenticAI_s3_169105,16,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10727.970361709595,3,success,,,,,,,,
117,exp3_AgenticAI_s3_169105,16,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10746.835708618164,3,success,,,,,,,,
118,exp3_AgenticAI_s3_169105,17,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10800.317287445068,3,success,,,,,,,,
119,exp3_AgenticAI_s3_169105,17,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10706.730842590332,3,success,,,,,,,,
120,exp3_AgenticAI_s3_169105,17,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10749.037504196167,3,success,,,,,,,,
121,exp3_AgenticAI_s3_169105,18,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10867.914199829102,3,success,,,,,,,,
122,exp3_AgenticAI_s3_169105,18,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10746.927499771118,3,success,,,,,,,,
123,exp3_AgenticAI_s3_169105,18,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10768.694162368774,3,success,,,,,,,,
124,exp3_AgenticAI_s3_169105,19,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10772.748708724976,3,success,,,,,,,,
125,exp3_AgenticAI_s3_169105,19,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,10751.291036605835,3,success,,,,,,,,
126,exp3_AgenticAI_s3_169105,19,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10746.153354644775,3,success,,,,,,,,
127,exp3_AgenticAI_s3_169105,20,agentic_analyst,openai/gpt-oss-120b,v3_agentic_analyst,[agentic_analyst_prompt],[completion],,,,10756.11662864685,3,success,,,,,,,,
128,exp3_AgenticAI_s3_169105,20,agentic_proposer,openai/gpt-oss-120b,v3_agentic_proposer,[agentic_proposer_prompt],[completion],,,,1363.3947372436523,3,success,,,,,,,,
129,exp3_AgenticAI_s3_169105,20,agentic_critic,openai/gpt-oss-120b,v3_agentic_critic,[agentic_critic_prompt],[completion],,,,10732.856512069702,3,success,,,,,,,,
172,exp3_SingleShotLLM_s2_722597,1,single_shot,openai/gpt-oss-120b,v1_single_shot,[single_shot_prompt],[completion],1043.0,264.0,1307.0,1107.3949337005615,0,success,,chatcmpl-d037509c-d7cc-41a4-9516-5e1905726b8e,999.0,1000.0,1m26.4s,6480.0,8000.0,11.4s
173,exp3_SingleShotLLM_s2_722597,2,single_shot,openai/gpt-oss-120b,v1_single_shot,[single_shot_prompt],[completion],1063.0,189.0,1252.0,181099.66588020325,3,success,,chatcmpl-7480c45d-32e0-48e7-943d-5ca225f4f6aa,999.0,1000.0,1m26.4s,6673.0,8000.0,9.952s
174,exp3_SingleShotLLM_s2_722597,3,single_shot,openai/gpt-oss-120b,v1_single_shot,[single_shot_prompt],[completion],1072.0,149.0,1221.0,577424.8337745667,10,success,,chatcmpl-957c5f1c-e8a6-4644-b2b2-a6f14256349e,999.0,1000.0,1m26.4s,6455.0,8000.0,11.587s
175,exp3_SingleShotLLM_s2_722597,4,single_shot,openai/gpt-oss-120b,v1_single_shot,[single_shot_prompt],[completion],1080.0,360.0,1440.0,491666.07117652893,8,success,,chatcmpl-7e3f38bf-d665-467b-adcb-e90fb449204c,999.0,1000.0,1m26.4s,6493.0,8000.0,11.302s
176,exp3_SingleShotLLM_s2_722597,5,single_shot,openai/gpt-oss-120b,v1_single_shot,[single_shot_prompt],[completion],1075.0,142.0,1217.0,573750.9315013885,9,success,,chatcmpl-85117428-bd1f-4c79-91df-ff58d9f5ce54,999.0,1000.0,1m26.4s,6425.0,8000.0,11.812s
177,exp3_SingleShotLLM_s2_722597,6,single_shot,openai/gpt-oss-120b,v1_single_shot,[single_shot_prompt],[completion],1051.0,390.0,1441.0,470105.2236557007,7,success,,chatcmpl-7320565d-a19a-4949-9b1a-59457a4b77d5,999.0,1000.0,1m26.4s,6541.0,8000.0,10.942s
178,exp3_SingleShotLLM_s2_722597,7,single_shot,openai/gpt-oss-120b,v1_single_shot,[single_shot_prompt],[completion],1058.0,293.0,1351.0,572694.4789886475,9,success,,chatcmpl-9b644fb6-5de8-4e38-b919-88199d50d02b,999.0,1000.0,1m26.4s,6450.0,8000.0,11.625s
179,exp3_SingleShotLLM_s2_722597,8,single_shot,openai/gpt-oss-120b,v1_single_shot,[single_shot_prompt],[completion],1066.0,199.0,1265.0,541919.6491241455,9,success,,chatcmpl-eb014247-9312-47d5-8092-6842dc2669b9,999.0,1000.0,1m26.4s,6464.0,8000.0,11.52s
180,exp3_SingleShotLLM_s2_722597,9,single_shot,openai/gpt-oss-120b,v1_single_shot,[single_shot_prompt],[completion],1074.0,262.0,1336.0,486927.9429912567,8,success,,chatcmpl-5a596818-b4ed-414b-9b60-0965213ab713,999.0,1000.0,1m26.4s,6466.0,8000.0,11.505s
181,exp3_SingleShotLLM_s2_722597,10,single_shot,openai/gpt-oss-120b,v1_single_shot,[single_shot_prompt],[completion],1074.0,248.0,1322.0,481172.8208065033,7,success,,chatcmpl-1c367b3b-f8a2-4f57-939f-ecf4d3a46a6b,999.0,1000.0,1m26.4s,6491.0,8000.0,11.317s
192,exp3_SingleShotLLM_s3_911292,1,single_shot,openai/gpt-oss-120b,v1_single_shot,[single_shot_prompt],[completion],1056.0,153.0,1209.0,450373.17752838135,7,success,,chatcmpl-14444bc8-eceb-4a96-9953-30145055596c,999.0,1000.0,1m26.4s,6445.0,8000.0,11.662s
